ID, Artist, Song, Genre
1010,The Chieftains-Van Morrison,Have I Told You Lately That I Love You?,folk
1011,Van Morrison,Days Like This,folk
1012,Van Morrison,No Religion,folk
1013,Van Morrison,Perfect Fit,folk
1014,Van Morrison,Rough God Goes Riding,folk
1015,Wilco,Box Full of Letters,folk
1018,Tony Lucca,Trouble (The Voice Performance),folk
1019,Tony Lucca,In Your Eyes (The Voice Performance),folk
1020,Tony Lucca,Baby One More Time (The Voice Performance),folk
1021,Tony Lucca,Beautiful Day (The Voice Performance),folk
1022,Tommy Emmanuel,The Journey,folk
1023,Tom Paxton,The Marvelous Toy,folk
1026,The Pogues,Dark Streets of London,folk
1029,Yes,Time and a Word,folk
1030,Yes,Sweet Dreams,folk
1031,Yes,Roundabout,folk
1032,Yes,America,folk
1033,Yes,Soon / Sound Chaser,folk
1034,Yes,Wonderous Stories,folk
1035,Yes,Owner of a Lonely Heart,folk
1036,The Lovin’ Spoonful,Darling Be Home Soon / Darlin' Companion,folk
1037,The Lovin’ Spoonful,Lonely (Amy's Theme) / You're a Big Boy Now,folk
1038,The Lovin’ Spoonful,Money / Close Your Eyes,folk
1039,The Lovin’ Spoonful,She Is Still A Mystery / Only Pretty, What A Pity,folk
1040,The Lovin’ Spoonful,Six O'Clock,folk
1041,The Lovin’ Spoonful,Me About You / Amazing Air,folk
1042,The Lovin’ Spoonful,Never Going Back / Forever,folk
1044,Kate Bush,The Dreaming,folk
1045,Kate Bush,There Goes a Tenner,folk
1046,Kate Bush,Ne T'enfuis Pas / Un Baiser D'enfant,folk
1047,Kate Bush,Night of the Swallow,folk
1048,Kate Bush,Cloudbusting,folk
1049,Kate Bush,Running Up That Hill,folk
1050,Kate Bush,Hounds of Love,folk
1051,Kate Bush,The Big Sky,folk
1052,John Lennon,Whatever Gets You Through the Night,folk
1053,John Lennon,No. 9 Dream,folk
1054,John Lennon,Stand by Me,folk
1055,John Lennon,Be Bop a Lula / Move Over M S.L.,folk
1056,John Lennon-Yoko Ono,(Just Like) Starting Over / Kiss Kiss Kiss,folk
1057,John Lennon,Woman,folk
1058,John Lennon,Watching the Wheels,folk
1060,Van Morrison,The Healing Game,folk
1061,Van Morrison,Precious Time,folk
1062,Wilco,Outtasite (Outta Mind),folk
1063,Billy Bragg-Wilco,Way Over Yonder in the Minor Key,folk
1064,Wilco,A Shot in the Arm,folk
1065,Wilco,Can't Stand It,folk
1066,Wilco,War on War,folk
1067,Wilco,I'm a Wheel,folk
1068,Wilco,The Thanks I Get,folk
1078,Tony Lucca,How You Like Me Now (The Voice Performance),folk
1079,Tony Lucca,99 Problems (The Voice Performance),folk
1080,Adam Levine-Tony Lucca,Yesterday,folk
1081,Tony Lucca,Never Gonna Let You Go,folk
1082,The Pogues,The Boys From the County Hell,folk
1083,The Pogues,A Pair of Brown Eyes,folk
1084,The Pogues,Sally Maclennane,folk
1085,The Pogues,Dirty Old Town,folk
1086,The Pogues,Haunted,folk
1087,The Pogues-The Dubliners,The Irish Rover,folk
1088,The Pogues,Fairytale of New York,folk
1089,The Pogues,If I Should Fall From Grace With God (remix),folk
1090,Yes,Leave It,folk
1091,Yes,Love Will Find a Way,folk
1092,Max Graham-Yes,Owner of a Lonely Heart,folk
1093,Yes,We Can Fly,folk
1094,The Lovin’ Spoonful,Revelation: Revolution '69 / (Till I) Run With You,folk
1095,Peter Gabriel-Kate Bush,Don’t Give Up,folk
1096,Kate Bush,Experiment IV,folk
1097,Kate Bush,Cloudbusting (Meteorological mix),folk
1098,Kate Bush,The Sensual World,folk
1099,Kate Bush,This Woman's Work,folk
1100,Kate Bush,Love and Anger,folk
1101,Kate Bush,Rocket Man / Candle in the Wind,folk
1102,Kate Bush,Eat the Music,folk
1103,John Lennon,Love,folk
1104,John Lennon,Nobody Told Me,folk
1105,John Lennon,Borrowed Time,folk
1106,John Lennon,I'm Stepping Out,folk
1107,John Lennon,Every Man Has a Woman Who Loves Him,folk
1108,John Lennon,Jealous Guy,folk
1109,John Lennon,Imagine / Jealous Guy,folk
1110,John Lennon,Imagine,folk
1118,Wilco,What Light,folk
1119,Wilco,You Never Know,folk
1120,Wilco,I Might / I Love My Label,folk
1121,Wilco,Born Alone,folk
1122,Wilco,Me avivé,folk
1123,Wilco,Random Name Generator,folk
1124,Wilco,Locator,folk
1137,Strawbs,Part of The Union,folk
1145,Steven Wilson,Cover Version,folk
1146,The Pogues,Fiesta,folk
1147,The Pogues,Yeah, Yeah, Yeah, Yeah, Yeah,folk
1148,The Pogues,Misty Morning, Albert Bridge,folk
1149,The Pogues,White City,folk
1150,The Pogues-The Dubliners,Jack’s Heroes / Whiskey in the Jar,folk
1151,The Pogues-Kirsty MacColl,Miss Otis Regrets / Just One of Those Things,folk
1152,The Pogues,Summer in Siam,folk
1153,The Pogues,A Rainy Night in Soho,folk
1154,Kate Bush,Rubberband Girl,folk
1155,Kate Bush,Moments of Pleasure,folk
1156,Kate Bush,And So Is Love,folk
1157,Kate Bush-Larry Adler,The Man I Love,folk
1158,Kate Bush,The Red Shoes,folk
1159,Kate Bush,King of the Mountain,folk
1160,Kate Bush,Deeper Understanding (Director's Cut),folk
1161,Kate Bush,Wild Man,folk
1173,Wino-Scott Kelly,Wino / Scott Kelly,folk
1174,Nate Hall-Scott Kelly,The Traveling Sun / Three Barron Eye,folk
1175,Sarah Jarosz,Come Around,folk
1176,Sara Watkins-Sarah Jarosz-Aoife O’Donovan,Crossing Muddy Waters,folk
1177,Sara Watkins-Sarah Jarosz-Aoife O’Donovan,Crossing Muddy Waters,folk
1179,Sandy,Pés cansados,folk
1180,Sandy-Tiago Iorc,Me espera,folk
1227,Steven Wilson,Cover Version II,folk
1228,Steven Wilson,Cover Version III,folk
1229,Steven Wilson,Cover Version IV,folk
1230,Steven Wilson,Cover Version V,folk
1231,Steven Wilson,Harmony Korine,folk
1232,Steven Wilson,Cover Version VI,folk
1233,Steven Wilson,Vapour Trail Lullaby,folk
1234,Steven Wilson-Oceansize,Stoneage Dinosaurs / Fear,folk
1235,The Pogues,Sayonara,folk
1236,The Pogues,Honky Tonk Women,folk
1237,The Pogues,Tuesday Morning,folk
1238,The Pogues,How Come,folk
1239,The Pogues,Once Upon a Time,folk
1242,Randy Newman,You've Got a Friend in me,folk
1251,Steven Wilson,Postcard,folk
1252,Peter Mulvey,Goodbye Bob,folk
1253,Peter Gabriel,Modern Love,folk
1255,Paul McCartney,Another Day / Oh Woman Oh Why,folk
1256,Paul Kelly,Recognition,folk
1269,Moya Brennan,Against the Wind,folk
1275,Peter Gabriel,Solsbury Hill,folk
1276,Peter Gabriel,D.I.Y.,folk
1277,Peter Gabriel,No Self Control,folk
1278,Peter Gabriel,Biko,folk
1279,Peter Gabriel,Games Without Frontiers,folk
1280,Peter Gabriel,Shock the Monkey,folk
1282,Meg Baird,Waltze of the Tennis Players,folk
1284,Angel of Damnation,...As Heaven Cries / Sol Poniente,folk
1292,Ryan Lewis-Mary Lambert,Same Love,folk
1293,Mary Lambert,Pros: God, Crying, Revelations; Cons: Everything Else,folk
1294,Mary Lambert,She Keeps Me Warm,folk
1295,Mary Lambert,Secrets,folk
1296,Ashley MacIsaac-Mary Jane Lamond,Sleepy Maggie,folk
1302,Martyn Joseph,Dolphins Make Me Cry,folk
1303,Martyn Joseph,Talk About It in the Morning,folk
1306,Madeleine Peyroux,Changing All Those Changes,folk
1307,Linda McCartney,The Back Seat of My Car / Heart of the Country,folk
1308,Paul McCartney,Wonderful Christmastime,folk
1309,Paul McCartney,Coming Up,folk
1310,Paul McCartney,Waterfalls,folk
1311,Paul McCartney,Take It Away,folk
1312,Paul McCartney,Tug of War,folk
1313,Paul Kelly,From St. Kilda to King's Cross,folk
1314,Paul Kelly-Mark Seymour,Hey Boys,folk
1315,Paul Kelly,God's Hotel,folk
1316,Paul Kelly,Love Never Runs on Time,folk
1317,Paul Kelly,Song From the Sixteenth Floor,folk
1318,Paul Kelly,Song From the Sixteenth Floor,folk
1319,Paul Kelly,Give in to My Love,folk
1341,Midfield General-Lucky Jim,Love Thy Self,folk
1342,Lucky Jim,Jellybean Confessional / Wheels,folk
1357,Los Lobos,La Bamba,folk
1361,Moya Brennan,Jealous Heart,folk
1362,Shane MacGowan-Moya Brennan,You're the One,folk
1363,Chicane,Saltwater,folk
1371,Peter Gabriel,I Have the Touch,folk
1372,Peter Gabriel,Walk Through the Fire,folk
1373,Peter Gabriel,Sledgehammer,folk
1374,Peter Gabriel-Kate Bush,Don’t Give Up,folk
1375,Peter Gabriel,Big Time,folk
1376,Peter Gabriel,In Your Eyes,folk
1378,Martyn Joseph,Another Working Mother,folk
1379,Martyn Joseph,Please Sir,folk
1380,Martyn Joseph,Working Mother,folk
1381,Paul McCartney,Ebony and Ivory,folk
1382,Paul McCartney-Michael Jackson,Say Say Say,folk
1383,Paul McCartney,Pipes of Peace,folk
1384,Paul McCartney,No More Lonely Nights (Ballad) / No More Lonely Nights (Playout version),folk
1385,Paul McCartney,We All Stand Together,folk
1386,Paul Kelly,Deeper Water / Behind the Bowler's Arm,folk
1387,Paul Kelly,Tease Me,folk
1388,Paul Kelly,Saturday Night and Sunday Morning,folk
1389,Paul Kelly,Love Is the Law,folk
1390,Paul Kelly,Just About to Break,folk
1391,Paul Kelly,Beautiful Feeling,folk
1392,Paul Kelly,Freedom Called,folk
1395,Lissie,Cuckoo,folk
1396,Lissie,Everywhere I Go,folk
1397,Lissie,Shameless,folk
1402,Damien Rice-Lisa Hannigan,Unplayed Piano,folk
1403,Lisa Hannigan,I Don't Know,folk
1404,Lisa Hannigan,Lille,folk
1405,Lisa Hannigan,Knots,folk
1406,Linda Ronstadt,Back In The U.S.A.,folk
1407,Lilly Wood & The Prick-Robin Schulz,Prayer in C,folk
1408,Will Sims-Lindsay Collette,Amber Eyes,alternative
1409,Train,Free,alternative
1410,Titus G. Productions,Windows.,alternative
1414,Levellers,One Way,folk
1415,Leon Russell,Tight Rope / This Masquerade,folk
1420,Laura Marling,Ghosts,folk
1421,Laura Marling,Cross Your Fingers,folk
1422,Los Lobos,Beautiful Maria of My Soul,folk
1423,The Police,Fall Out / Nothing Achieving,alternative
1424,Peter Gabriel,Red Rain,folk
1425,Youssou N’Dour-Peter Gabriel,Shakin’ the Tree,folk
1426,Peter Gabriel,Digging in the Dirt,folk
1427,Peter Gabriel,Steam,folk
1428,Peter Gabriel,Blood of Eden,folk
1429,Peter Gabriel,Kiss That Frog,folk
1430,Paul McCartney,Spies Like Us,folk
1431,Paul McCartney,Press,folk
1432,Paul McCartney,Pretty Little Head,folk
1433,Paul McCartney,Only Love Remains,folk
1434,Paul McCartney,Once Upon a Long Ago,folk
1435,Paul McCartney,Party Party,folk
1436,Paul Kelly,The Merri Soul Singles Vol 1,folk
1437,Paul Kelly,The Merri Soul Singles Vol 2,folk
1438,Paul Kelly,The Merri Soul Singles Vol 3,folk
1439,Paul Kelly,The Merri Soul Singles Vol 4,folk
1440,Paul Kelly-Christine Anu,Last Train,folk
1441,Lissie,Further Away (Romance Police),folk
1442,Morgan Page-Lissie,Open Heart,folk
1443,Linda Ronstadt,Ooh Baby Baby / Blowing Away,folk
1444,Linda Ronstadt-Aaron Neville,Don't Know Much,folk
1445,Train,Meet Virginia,alternative
1446,Train,Ramble On,alternative
1447,Train,Drops of Jupiter (Tell Me),alternative
1448,Train,Drops Of Jupiter / Meet Virginia,alternative
1449,Train,Calling All Angels,alternative
1450,Train,Cab,alternative
1451,Train,Only You,alternative
1452,Train,Hey, Soul Sister,alternative
1453,Titus G. Productions-Nick BurningUp Blaze-Zhane’ Monique,Voyages.,alternative
1454,Titus G. Productions-Zhane’ Monique,Cerulean.,alternative
1455,Titus G. Productions,Shade.,alternative
1456,Titus G. Productions,Sun Stone.,alternative
1457,Saomai,Life In 60 Seconds Pt. III [Chaos Theory.],alternative
1458,Titus G. Productions,10,000.,alternative
1459,Titus G. Productions,Glory, Part II,alternative
1460,Titus G. Productions-FanaElectric,Alone.,alternative
1461,The Cure,Killing an Arab,alternative
1462,Levellers,Far From Home,folk
1463,Levellers,Belaruse,folk
1464,Levellers,This Garden,folk
1465,Levellers,Hope St.,folk
1466,Levellers,Fantasy,folk
1467,Levellers,What a Beautiful Day,folk
1468,Levellers,Celebrate,folk
1469,Teenage Fanclub,Everybody's Fool,alternative
1470,Talking Heads,Psycho Killer,alternative
1472,Shakira,Ojos Así,alternative
1478,Red Hot Chili Peppers,Higher Ground,alternative
1481,PJ Harvey,Dress,alternative
1487,Katzenjammer,Play My Darling, Play,folk
1488,Katzenjammer,A Bar in Amsterdam,folk
1489,Øystein Dolmen-Lisa Gansmoe-Katzenjammer,Den lengste natten,folk
1498,Kasey Chambers,Not Pretty Enough,folk
1499,Nirvana,Love Buzz,alternative
1500,Nick Cave & The Bad Seeds,In the Ghetto,alternative
1509,Laura Marling,Goodbye England (Covered in Snow),folk
1510,Laura Marling,Blues Run the Game,folk
1511,Laura Marling,Flicker and Fail,folk
1512,Laura Marling,Where Can I Go?,folk
1513,Laura Marling,Short Movie,folk
1514,Laura Marling,False Hope,folk
1515,The Police,So Lonely,alternative
1516,The Police,Can't Stand Losing You,alternative
1517,The Police,Roxanne,alternative
1518,The Police,Message in a Bottle,alternative
1519,The Police,Walking on the Moon,alternative
1520,The Police,Bring on the Night,alternative
1521,The Police,The Bed's Too Big Without You,alternative
1522,The Police,Don't Stand So Close to Me,alternative
1523,Peter Gabriel,Lovetown,folk
1524,Deep Forest-Peter Gabriel,While the Earth Sleeps,folk
1525,Peter Gabriel,More Than This,folk
1526,Peter Gabriel,The Barry Williams Show,folk
1527,Peter Gabriel,Growing Up,folk
1528,Peter Gabriel,Burn You Up, Burn You Down,folk
1529,Paul McCartney,Figure of Eight,folk
1530,Paul McCartney,Figure of Eight / Ou est le soleil?,folk
1531,Paul McCartney,My Brave Face,folk
1532,Paul McCartney,Ou est le soleil?,folk
1533,Paul McCartney,Put It There,folk
1534,Paul McCartney,This One,folk
1535,New Order,Ceremony,alternative
1538,Gotye,Learnalilgivinanlovin,alternative
1539,Gotye-Kimbra,Somebody That I Used to Know,alternative
1540,Gotye,I Feel Better,alternative
1542,Current 93-Nurse With Wound,No Hiding From the Blackbird / Burial of the Stoned Sardine,alternative
1544,Bon Iver,For Emma,alternative
1545,Bon Iver-Peter Gabriel,Come Talk to Me / Flume,alternative
1546,blink‐182-Swindle,Lemmings,alternative
1547,Babyshambles,Killamangiro,alternative
1548,Babyshambles,Fuck Forever,alternative
1549,Babyshambles,Albion,alternative
1550,AURORA,Awakening,alternative
1551,AURORA,Under Stars,alternative
1552,AURORA,Runaway,alternative
1553,AURORA,Running With the Wolves,alternative
1574,Train,If It's Love,alternative
1575,Train,Shake Up Christmas,alternative
1576,Train,Only You,alternative
1577,Train,Drive By,alternative
1578,Train,50 Ways to Say Goodbye,alternative
1579,Train-Ashley Monroe,Bruises,alternative
1580,Train-Marilou,Bruises,alternative
1581,Train,Mermaid,alternative
1582,The Cure,Boys Don’t Cry,alternative
1583,The Cure,Jumping Someone Else’s Train,alternative
1584,The Cure,A Forest,alternative
1585,The Cure,Primary,alternative
1586,The Cure,Charlotte Sometimes,alternative
1587,The Cure,A Single,alternative
1588,Levellers,Dog Train,folk
1589,Levellers,Celebrate,folk
1590,Levellers,Too Real,folk
1591,Levellers,Bozos,folk
1592,Levellers,Happy Birthday Revolution,folk
1593,Levellers,Come On,folk
1594,Levellers,Make You Happy,folk
1595,Levellers,Haven't Made It,folk
1596,Teenage Fanclub,God Knows It's True,alternative
1597,Teenage Fanclub,The Ballad of John and Yoko,alternative
1598,Teenage Fanclub,Everything Flows,alternative
1599,Teenage Fanclub,Star Sign,alternative
1600,Teenage Fanclub,The Concept,alternative
1601,Teenage Fanclub,What You Do to Me,alternative
1602,Teenage Fanclub,Radio,alternative
1603,Teenage Fanclub,Hang On,alternative
1604,Talking Heads,Love → Building on Fire / New Feeling,alternative
1605,Talking Heads,The Good Thing,alternative
1606,Talking Heads,Life During Wartime,alternative
1607,Talking Heads,Cities,alternative
1608,Talking Heads,Once in a Lifetime,alternative
1609,Talking Heads,Houses in Motion,alternative
1610,Talking Heads,Life During Wartime (live),alternative
1611,Talking Heads,Burning Down the House,alternative
1621,Shakira,Whenever, Wherever,alternative
1622,Shakira,Underneath Your Clothes,alternative
1623,Shakira,Underneath Your Clothes,alternative
1624,Shakira,Objection (Tango),alternative
1625,Shakira,Ojos Así / The One,alternative
1626,Shakira,The One,alternative
1627,Shakira-Alejandro Sanz,La tortura,alternative
1628,Shakira,Don’t Bother,alternative
1633,Red Hot Chili Peppers,Taste the Pain,alternative
1634,Red Hot Chili Peppers,Give It Away,alternative
1635,Red Hot Chili Peppers,Under the Bridge,alternative
1636,Red Hot Chili Peppers,Breaking the Girl,alternative
1637,Red Hot Chili Peppers,Suck My Kiss,alternative
1638,Red Hot Chili Peppers,The Chili Digi,alternative
1639,Red Hot Chili Peppers,Soul to Squeeze,alternative
1657,PJ Harvey,Sheela-Na-Gig,alternative
1658,PJ Harvey,50ft Queenie,alternative
1659,PJ Harvey,Man-Size,alternative
1660,PJ Harvey,Down by the Water,alternative
1661,PJ Harvey,C'Mon Billy,alternative
1662,PJ Harvey,Send His Love to Me,alternative
1663,John Parish,That Was My Veil,alternative
1664,Tricky,Broken Homes,alternative
1665,PJ Harvey,A Perfect Day Elise,alternative
1674,Katzenjammer,Tea With Cinnamon,folk
1675,Katzenjammer,Cocktails and Ruby Slippers,folk
1676,Katzenjammer,I Will Dance (When I Walk Away),folk
1677,Katzenjammer,Rock-Paper-Scissors,folk
1678,Katzenjammer,A Fairytale of New York,folk
1679,Kasey Chambers,Million Tears,folk
1680,Kasey Chambers,If I Were You,folk
1681,Kasey Chambers,Nothing at All,folk
1682,Kasey Chambers,Don't Talk Back,folk
1683,Nirvana,Sliver,alternative
1684,The Fluid-Nirvana,Candy / Molly’s Lips,alternative
1685,Nirvana-Melvins,Here She Comes Now / Venus in Furs,alternative
1686,Nirvana,Smells Like Teen Spirit,alternative
1687,Nirvana,Come as You Are,alternative
1688,Nirvana,Lithium,alternative
1689,Nirvana,In Bloom,alternative
1690,The Jesus Lizard-Nirvana,Puss / Oh, the Guilt,alternative
1691,Nick Cave & The Bad Seeds,Tupelo,alternative
1692,Nick Cave & The Bad Seeds,The Singer,alternative
1693,Nick Cave & The Bad Seeds,The Mercy Seat,alternative
1694,Nick Cave & The Bad Seeds,Deanna,alternative
1695,Nick Cave & The Bad Seeds,The Ship Song,alternative
1696,Nick Cave & The Bad Seeds,The Weeping Song,alternative
1697,Nick Cave & The Bad Seeds,Straight to You / Jack the Ripper,alternative
1698,Nick Cave & The Bad Seeds,I Had a Dream, Joe,alternative
1702,The Police,De Do Do Do, De Da Da Da,alternative
1703,The Police,Every Little Thing She Does Is Magic,alternative
1704,The Police,Invisible Sun,alternative
1705,The Police,Spirits in the Material World,alternative
1706,The Police,Every Breath You Take,alternative
1707,The Police,Wrapped Around Your Finger,alternative
1708,The Police,Synchronicity II,alternative
1709,Peter Gabriel,Down to Earth,folk
1710,Peter Gabriel-Stephin Merritt,The Book of Love / Not One of Us,folk
1711,Bon Iver-Peter Gabriel,Come Talk to Me / Flume,folk
1712,Peter Gabriel,The Book of Love / Washing of the Water,folk
1713,Peter Gabriel,Courage,folk
1714,Salman Ahmad-Peter Gabriel,Open Your Eyes (Original Motion Picture Soundtrack),folk
1715,Paul McCartney,Hope of Deliverance,folk
1716,Paul McCartney,Off the Ground,folk
1717,Paul McCartney,Biker Like an Icon,folk
1718,Paul McCartney,C’mon People,folk
1719,Paul McCartney,Off the Ground,folk
1720,Paul McCartney,Young Boy,folk
1721,New Order,Procession,alternative
1722,New Order,Everything’s Gone Green,alternative
1723,New Order,Temptation,alternative
1724,New Order,Blue Monday,alternative
1725,New Order,Confusion,alternative
1726,New Order,Thieves Like Us,alternative
1739,Gotye,Easy Way Out,alternative
1740,Gotye,Save Me,alternative
1741,Gotye,State of the Art,alternative
1742,Spender-Gotye,Hotel Home,alternative
1747,Echo & The Bunnymen,The Cutter,alternative
1748,Echo & The Bunnymen,Never Stop,alternative
1749,Echo & The Bunnymen,The Killing Moon,alternative
1750,Echo & The Bunnymen,Silver,alternative
1770,Virgin Prunes-The Higsons,Jigsaw Mentallama / The Lost and the Lonely,alternative
1771,Virgin Prunes,A New Form of Beauty 1,alternative
1772,Virgin Prunes,A New Form of Beauty 2,alternative
1774,Venusian-Amruddin Shehni-Mohammed Rias,Raindrops,alternative
1777,Vampire Weekend,Mansard Roof,alternative
1780,Current 93,Happy Birthday Pigface Christus,alternative
1781,Current 93,Crowleymass,alternative
1782,Current 93-Nurse With Wound,Faith's Favourites,alternative
1783,Current 93,The Red Face of God,alternative
1784,Current 93,She Is Dead and All Fall Down / God Has Three Faces and Wood Has No Name,alternative
1785,Current 93-Sol Invictus,The Summer of Love,alternative
1796,Kanye West-Rick Ross-Bon Iver-Nicki Minaj,Monster,alternative
1797,Bon Iver,Calgary,alternative
1798,James Blake-Bon Iver,Fall Creek Boys Choir,alternative
1799,Bon Iver,Holocene,alternative
